Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,pH
32.82,79.86,40.95,Black,Sugarcane,13,5,29,20-20,6.72
24.41,54.7,45.43,Loamy,Oil seeds,5,12,15,17-17-17,7.36
29.54,62.38,29.22,Red,Cotton,13,1,5,17-17-17,7.26
23.45,46.68,25.71,Loamy,Pulses,6,4,16,17-17-17,5.92
15.25,59.5,22.23,Clayey,Wheat,28,15,17,20-20,6.69
23.74,54.67,42.8,Red,Oil seeds,8,7,15,17-17-17,5.54
27.09,62.36,23.01,Clayey,Wheat,11,11,15,20-20,7.34
21.11,57.13,43.03,Loamy,Barley,20,14,16,17-17-17,6.02
21.71,59.77,29.01,Red,Barley,10,11,0,14-35-14,6.18
32.24,40.96,24.24,Red,Cotton,22,0,1,10-26-26,6.94
34.22,60.12,49.13,Red,Sugarcane,13,9,22,17-17-17,6.4
21.96,69.85,37.05,Black,Pulses,10,8,17,17-17-17,7.19
25.38,62.68,54.92,Sandy,Paddy,9,11,10,17-17-17,7.05
36.92,61.44,25.01,Black,Cotton,6,15,6,17-17-17,6.05
29.58,59.62,41.48,Sandy,Millets,13,6,0,17-17-17,6.64
30.17,41.12,26.41,Red,Millets,17,14,0,17-17-17,6.41
32.72,59.89,45.18,Black,Ground Nuts,14,8,22,17-17-17,5.75
29.63,72.37,45.5,Loamy,Ground Nuts,7,4,34,20-20,5.7
32.91,64.12,27.7,Red,Tobacco,7,19,7,17-17-17,5.78
27.59,56.61,33.22,Red,Pulses,2,7,10,17-17-17,6.6
19.04,60.19,33.73,Red,Pulses,10,8,17,17-17-17,6.9
30.05,58.2,43.2,Black,Oil seeds,3,6,4,17-17-17,5.69
28.86,63.38,36.01,Clayey,Maize,24,24,7,17-17-17,6.73
24.58,41.86,46.37,Clayey,Barley,17,15,9,17-17-17,6.28
21.44,46.27,37.17,Loamy,Barley,10,15,12,17-17-17,6.08
26.97,72.88,48.92,Clayey,Ground Nuts,6,17,24,17-17-17,6.12
30.43,67.22,46.33,Black,Oil seeds,5,12,7,17-17-17,7.45
26.1,40.26,20.53,Red,Barley,0,14,17,17-17-17,6.93
30.24,81.76,66.37,Clayey,Paddy,11,13,15,20-20,7.25
19.32,61.29,41.21,Red,Pulses,0,4,25,17-17-17,6.93
30.02,77.21,48.91,Red,Maize,8,18,18,20-20,6.26
24.52,66.52,50.98,Loamy,Paddy,45,16,15,17-17-17,5.94
20.05,50.48,42.66,Red,Oil seeds,1,11,17,17-17-17,6.71
24.67,64.02,29.6,Loamy,Tobacco,2,21,17,17-17-17,6.06
28.52,77.03,44.28,Black,Maize,31,30,2,14-35-14,6.71
34.02,82.32,62.87,Sandy,Sugarcane,20,12,27,20-20,6.15
16.46,43.73,48.67,Loamy,Barley,18,2,29,20-20,7.25
27.14,76.05,43.99,Black,Maize,4,21,21,20-20,6.83
25.3,46.23,47.91,Black,Cotton,15,16,15,17-17-17,7.08
29.49,74.41,28.48,Loamy,Maize,9,20,28,20-20,6.95
27.74,48.53,53.04,Clayey,Pulses,4,0,21,17-17-17,5.81
32.41,43.74,40.05,Clayey,Millets,9,14,10,17-17-17,7.42
25.55,52.38,36.99,Sandy,Millets,13,20,12,17-17-17,7.14
22.76,65.49,43.05,Sandy,Pulses,5,3,15,17-17-17,6.24
26.13,54.69,36.4,Red,Pulses,11,0,32,20-20,6.65
26.25,52.1,42.98,Black,Oil seeds,0,10,17,17-17-17,6.69
25.94,65.19,67.44,Loamy,Paddy,23,6,9,17-17-17,6.94
27.75,68.35,64.93,Loamy,Paddy,45,19,10,17-17-17,6.01
38.12,41.75,33.2,Loamy,Millets,10,16,16,17-17-17,6.33
22.68,55.54,37.82,Loamy,Wheat,33,17,9,17-17-17,5.65
24.63,71.43,34.08,Red,Maize,36,20,9,17-17-17,5.64
31.24,63.95,42.51,Red,Cotton,15,12,13,17-17-17,7.07
38.5,67.05,38.16,Sandy,Cotton,0,16,19,20-20,6.42
28.8,80.03,53.11,Red,Paddy,29,13,7,17-17-17,5.56
32.1,57.21,26.32,Clayey,Ground Nuts,21,12,22,17-17-17,7.27
29.49,68.55,57.29,Loamy,Maize,23,40,8,17-17-17,5.89
32.45,55.3,31.08,Red,Maize,13,17,21,20-20,7.09
29.73,59.93,35.31,Black,Ground Nuts,14,6,29,20-20,6.9
34.67,46.97,40.07,Loamy,Millets,17,4,2,17-17-17,6.0
26.86,55.72,48.19,Red,Ground Nuts,15,5,29,20-20,6.71
21.29,45.73,33.22,Sandy,Pulses,7,7,15,17-17-17,6.85
30.06,69.57,28.66,Sandy,Pulses,8,7,14,17-17-17,6.94
25.22,50.32,31.99,Sandy,Wheat,16,10,16,20-20,6.25
17.16,64.46,31.62,Loamy,Wheat,14,6,9,17-17-17,7.38
26.83,47.39,49.01,Sandy,Barley,10,18,16,17-17-17,5.54
33.87,60.42,60.13,Clayey,Sugarcane,12,16,24,17-17-17,5.76
26.35,63.71,47.77,Loamy,Barley,17,20,21,17-17-17,6.95
18.96,68.63,22.51,Sandy,Wheat,36,2,8,17-17-17,6.56
28.18,65.94,53.55,Black,Ground Nuts,10,16,17,17-17-17,6.49
36.36,66.78,64.81,Clayey,Sugarcane,8,12,31,20-20,6.1
20.25,67.51,33.58,Sandy,Barley,10,21,13,17-17-17,6.5
26.29,74.5,25.93,Black,Ground Nuts,8,7,0,14-35-14,6.14
20.56,51.94,22.15,Clayey,Barley,27,10,21,17-17-17,7.05
33.35,62.66,29.44,Red,Oil seeds,9,13,24,20-20,7.21
29.26,51.57,39.08,Red,Barley,3,20,10,17-17-17,5.9
26.47,60.35,43.96,Sandy,Millets,5,10,24,20-20,7.1
18.96,57.54,29.31,Sandy,Pulses,7,7,21,17-17-17,5.68
34.77,59.33,34.43,Loamy,Millets,9,3,18,20-20,6.48
27.59,76.75,54.35,Clayey,Sugarcane,17,12,16,17-17-17,6.76
33.11,63.37,40.23,Loamy,Oil seeds,6,8,1,14-35-14,5.77
31.4,70.07,43.27,Clayey,Pulses,8,9,23,17-17-17,6.58
29.08,49.79,24.63,Sandy,Barley,5,8,4,17-17-17,5.79
28.32,43.3,43.05,Red,Barley,17,3,13,17-17-17,5.71
18.54,65.02,52.97,Clayey,Pulses,7,0,26,20-20,6.74
32.09,65.25,24.16,Clayey,Cotton,5,19,10,17-17-17,5.61
29.47,59.62,33.02,Red,Millets,6,10,16,20-20,6.0
37.68,62.14,62.17,Sandy,Sugarcane,18,3,4,10-26-26,6.3
26.87,49.24,45.56,Clayey,Oil seeds,4,5,14,17-17-17,6.68
37.92,40.59,31.41,Loamy,Millets,8,13,8,17-17-17,6.91
26.51,56.68,29.17,Clayey,Cotton,11,3,13,17-17-17,6.03
25.2,69.83,42.57,Red,Oil seeds,11,9,20,17-17-17,6.67
34.09,75.29,57.41,Red,Paddy,17,29,9,17-17-17,6.18
31.5,42.97,22.56,Red,Cotton,5,12,13,17-17-17,5.98
28.85,47.15,24.2,Sandy,Oil seeds,2,10,8,17-17-17,5.89
33.45,67.16,29.58,Black,Cotton,15,10,17,20-20,6.32
20.94,40.94,25.77,Clayey,Barley,17,3,0,10-26-26,6.73
25.21,60.79,27.33,Loamy,Tobacco,40,8,12,17-17-17,5.63
33.3,68.13,57.11,Red,Paddy,8,20,11,Urea,7.16
22.86,76.61,57.29,Sandy,Paddy,10,0,16,20-20,5.86
35.82,58.4,35.42,Red,Cotton,20,16,22,20-20,5.76
29.49,47.93,42.46,Red,Cotton,5,21,10,17-17-17,6.43
35.85,47.04,49.76,Sandy,Cotton,9,3,22,20-20,6.56
19.54,61.44,22.98,Black,Barley,10,15,7,17-17-17,7.29
30.37,48.43,47.44,Sandy,Tobacco,4,25,33,Urea,6.35
31.51,61.96,52.61,Sandy,Paddy,0,13,10,Urea,6.1
29.69,67.18,48.94,Sandy,Barley,19,7,15,17-17-17,7.49
29.8,50.89,27.09,Loamy,Millets,25,13,15,17-17-17,5.58
22.27,70.42,54.96,Red,Paddy,15,19,12,17-17-17,6.89
39.38,50.22,37.74,Loamy,Cotton,11,2,7,17-17-17,5.62
31.04,49.2,45.04,Red,Tobacco,29,13,4,17-17-17,7.41
26.59,77.7,50.22,Clayey,Maize,9,30,18,17-17-17,6.36
18.58,40.25,42.11,Red,Wheat,3,13,4,Urea,5.51
22.97,60.06,35.05,Sandy,Tobacco,11,4,16,20-20,5.87
27.27,63.07,48.09,Loamy,Cotton,15,22,18,20-20,6.78
20.3,51.03,48.51,Black,Wheat,27,12,3,17-17-17,6.13
23.33,64.23,49.44,Clayey,Wheat,11,18,12,Urea,5.8
28.02,44.73,41.33,Clayey,Barley,0,20,11,17-17-17,6.1
25.21,57.1,53.64,Loamy,Pulses,5,1,19,17-17-17,7.43
31.98,70.55,41.5,Clayey,Maize,14,33,20,17-17-17,6.31
29.1,61.23,69.11,Red,Paddy,1,6,13,20-20,7.16
27.04,60.21,29.34,Black,Cotton,12,12,7,17-17-17,7.05
31.93,46.99,20.81,Clayey,Millets,5,11,14,17-17-17,6.82
31.12,45.95,30.32,Red,Cotton,19,24,14,17-17-17,7.24
21.5,47.9,39.5,Loamy,Wheat,22,13,20,20-20,7.34
34.7,67.2,58.24,Red,Paddy,8,0,11,20-20,6.06
29.69,75.86,41.89,Red,Sugarcane,15,4,16,17-17-17,5.54
24.76,84.22,53.7,Red,Paddy,29,12,23,20-20,6.92
30.31,47.46,49.03,Sandy,Cotton,7,14,2,17-17-17,6.03
23.44,63.44,50.02,Red,Tobacco,15,18,7,17-17-17,6.04
17.8,41.92,21.78,Loamy,Wheat,0,11,12,Urea,7.44
27.26,70.64,49.85,Loamy,Sugarcane,0,19,12,17-17-17,5.66
26.81,57.39,32.47,Clayey,Oil seeds,8,8,15,17-17-17,6.39
36.43,56.14,20.61,Loamy,Millets,22,1,1,10-26-26,7.35
25.6,59.55,39.77,Loamy,Millets,5,13,12,17-17-17,6.9
28.88,64.55,60.25,Clayey,Paddy,13,13,19,20-20,6.58
39.54,42.71,42.39,Clayey,Cotton,7,18,17,20-20,6.69
33.79,67.47,47.01,Loamy,Oil seeds,4,0,14,17-17-17,6.22
29.7,82.68,67.65,Sandy,Paddy,28,10,11,17-17-17,6.94
31.5,63.42,57.91,Sandy,Maize,19,4,8,17-17-17,7.13
28.22,46.42,50.07,Red,Pulses,3,3,17,17-17-17,7.34
20.8,52.59,25.04,Black,Maize,16,29,20,17-17-17,7.37
31.09,71.06,39.96,Red,Tobacco,21,14,16,17-17-17,7.28
35.76,60.11,59.91,Sandy,Sugarcane,9,7,19,17-17-17,6.3
28.32,66.43,50.46,Clayey,Ground Nuts,3,8,28,20-20,7.27
30.78,76.07,53.25,Loamy,Paddy,32,13,9,17-17-17,6.73
34.91,46.82,39.43,Loamy,Oil seeds,8,4,9,17-17-17,7.44
32.93,76.95,49.35,Red,Sugarcane,16,16,23,17-17-17,6.2
29.94,53.62,34.07,Sandy,Oil seeds,13,4,9,17-17-17,7.2
30.13,72.9,49.33,Loamy,Ground Nuts,12,16,0,14-35-14,6.59
27.05,60.57,24.24,Loamy,Wheat,20,9,13,20-20,6.03
25.73,57.41,20.33,Clayey,Oil seeds,10,11,0,14-35-14,6.68
29.99,56.45,37.66,Sandy,Ground Nuts,9,11,9,17-17-17,5.61
22.45,55.13,44.87,Red,Ground Nuts,4,11,36,20-20,6.91
18.84,45.59,33.03,Sandy,Pulses,1,3,10,17-17-17,5.56
33.19,58.99,39.91,Red,Ground Nuts,18,14,20,17-17-17,5.56
38.17,65.74,40.09,Sandy,Cotton,21,16,20,20-20,6.44
25.15,52.28,40.17,Clayey,Wheat,35,20,19,20-20,5.77
23.79,67.33,38.49,Black,Ground Nuts,11,13,19,17-17-17,6.17
27.41,68.01,41.28,Clayey,Oil seeds,0,0,24,20-20,5.89
25.85,60.36,33.57,Clayey,Tobacco,6,10,10,17-17-17,5.85
32.79,47.73,27.99,Clayey,Oil seeds,8,8,15,17-17-17,6.97
21.48,46.31,37.62,Loamy,Tobacco,23,16,12,17-17-17,6.04
29.31,60.04,37.38,Sandy,Tobacco,28,18,10,17-17-17,7.0
33.43,49.38,35.1,Sandy,Oil seeds,16,6,6,17-17-17,6.23
28.98,48.54,49.18,Red,Barley,22,5,3,10-26-26,5.72
37.93,66.76,51.35,Sandy,Sugarcane,25,14,11,17-17-17,6.46
34.95,65.63,33.32,Black,Oil seeds,10,0,18,17-17-17,5.72
26.14,54.63,51.27,Red,Ground Nuts,15,10,19,17-17-17,6.75
20.48,53.45,51.02,Clayey,Pulses,6,6,30,20-20,7.16
21.59,78.89,49.66,Loamy,Maize,17,21,9,17-17-17,6.88
26.61,58.33,49.35,Loamy,Tobacco,14,3,13,17-17-17,5.86
21.56,51.95,34.59,Loamy,Pulses,4,5,11,17-17-17,6.57
32.39,58.18,40.64,Loamy,Maize,28,18,14,17-17-17,5.81
16.32,44.41,21.2,Black,Wheat,10,18,12,Urea,6.15
26.25,41.68,44.12,Black,Cotton,0,17,0,17-17-17,6.5
27.66,65.4,42.13,Red,Wheat,20,6,9,17-17-17,6.77
33.79,59.51,25.6,Clayey,Millets,10,3,16,20-20,6.3
27.94,55.78,30.2,Clayey,Ground Nuts,17,11,9,17-17-17,6.2
20.16,56.01,38.98,Sandy,Tobacco,12,13,17,17-17-17,5.69
37.49,79.4,53.98,Sandy,Sugarcane,9,6,8,17-17-17,6.05
21.04,51.61,28.24,Black,Tobacco,9,21,5,17-17-17,5.51
22.46,41.28,21.34,Black,Barley,16,3,15,17-17-17,5.56
25.16,61.65,31.76,Loamy,Oil seeds,7,7,24,20-20,5.94
21.78,70.51,51.61,Red,Maize,19,19,25,20-20,7.26
37.54,48.63,20.41,Sandy,Cotton,10,17,14,17-17-17,6.49
27.58,51.01,32.13,Sandy,Cotton,6,5,8,17-17-17,6.13
29.96,70.52,40.76,Sandy,Maize,28,31,14,17-17-17,6.15
31.33,73.21,28.01,Sandy,Tobacco,24,19,15,17-17-17,7.43
33.12,76.52,53.51,Loamy,Paddy,0,10,13,Urea,6.86
26.24,65.38,37.79,Sandy,Cotton,2,11,18,20-20,6.23
20.7,62.98,26.02,Red,Barley,15,10,0,14-35-14,6.82
35.79,52.73,42.55,Black,Millets,13,5,7,17-17-17,5.6
18.26,73.2,37.66,Clayey,Maize,28,10,5,10-26-26,6.02
26.53,74.39,38.63,Clayey,Maize,39,19,20,17-17-17,6.6
18.2,76.24,48.24,Clayey,Maize,14,16,19,20-20,5.56
32.53,59.43,41.61,Clayey,Maize,45,31,12,17-17-17,6.53
31.19,59.07,33.9,Loamy,Millets,14,7,14,17-17-17,7.16
35.3,51.8,37.99,Loamy,Ground Nuts,6,6,11,17-17-17,5.81
37.07,58.46,26.8,Loamy,Cotton,0,10,17,20-20,6.08
28.1,72.97,58.45,Sandy,Paddy,45,15,13,17-17-17,5.72
31.97,65.33,55.92,Clayey,Sugarcane,3,21,40,20-20,6.99
36.25,46.15,35.45,Loamy,Millets,10,10,20,20-20,7.06
22.61,54.19,43.04,Black,Tobacco,16,22,4,17-17-17,6.08
24.26,72.99,34.52,Loamy,Ground Nuts,6,6,10,17-17-17,6.98
20.8,63.87,27.32,Red,Tobacco,17,28,8,17-17-17,6.64
26.19,47.02,40.02,Loamy,Ground Nuts,1,1,14,17-17-17,7.26
22.63,81.71,65.18,Sandy,Paddy,20,11,13,17-17-17,5.69
25.15,55.46,25.3,Red,Oil seeds,12,0,18,17-17-17,5.61
28.26,63.26,58.27,Clayey,Paddy,0,11,11,Urea,6.92
29.0,50.6,25.55,Clayey,Maize,10,12,18,20-20,6.85
31.54,64.36,47.39,Loamy,Sugarcane,7,6,22,17-17-17,6.37
22.79,61.36,34.88,Clayey,Maize,13,22,14,17-17-17,6.64
26.82,68.65,55.29,Sandy,Sugarcane,15,14,16,17-17-17,5.81
23.76,60.71,35.19,Black,Tobacco,16,9,11,17-17-17,5.86
34.62,66.33,26.54,Loamy,Oil seeds,10,10,16,17-17-17,5.66
20.39,45.73,28.65,Loamy,Pulses,10,2,11,17-17-17,5.97
27.16,43.58,41.06,Loamy,Wheat,12,16,12,17-17-17,6.57
29.67,68.25,42.46,Black,Barley,9,15,25,20-20,5.75
32.79,81.65,54.28,Loamy,Sugarcane,6,10,35,20-20,7.01
27.32,72.77,69.45,Clayey,Paddy,22,22,18,20-20,7.37
18.58,53.03,50.43,Sandy,Pulses,7,5,21,17-17-17,6.8
37.8,60.04,30.55,Black,Millets,9,2,6,17-17-17,7.36
23.4,45.26,34.25,Black,Tobacco,16,22,10,17-17-17,6.11
32.15,48.9,39.89,Sandy,Ground Nuts,6,14,32,20-20,6.97
32.07,78.56,30.4,Red,Maize,37,31,9,17-17-17,7.28
26.53,46.42,53.25,Clayey,Ground Nuts,9,4,34,20-20,5.84
17.82,62.01,33.03,Loamy,Wheat,17,8,2,17-17-17,5.61
32.55,61.03,51.37,Loamy,Paddy,25,11,15,20-20,6.6
31.67,46.45,45.47,Loamy,Oil seeds,15,11,14,17-17-17,5.51
32.8,63.43,37.75,Black,Oil seeds,6,4,14,17-17-17,5.99
34.71,62.24,33.55,Red,Oil seeds,5,6,5,17-17-17,7.48
23.44,68.47,46.88,Red,Barley,11,10,19,20-20,6.15
31.56,61.71,46.3,Sandy,Maize,17,19,22,20-20,6.23
39.1,48.45,35.96,Black,Cotton,17,14,19,20-20,7.24
28.68,73.44,38.62,Black,Maize,0,0,13,28-28,6.05
33.56,77.5,59.73,Red,Maize,22,23,27,20-20,6.47
27.85,73.99,69.92,Loamy,Sugarcane,26,4,21,17-17-17,6.72
27.9,46.24,30.37,Red,Ground Nuts,5,6,20,17-17-17,7.21
26.48,70.2,58.77,Red,Sugarcane,22,18,14,17-17-17,6.23
22.29,46.15,44.77,Loamy,Oil seeds,3,11,11,17-17-17,6.6
20.95,63.18,38.08,Black,Pulses,3,4,6,14-35-14,7.24
30.87,42.5,22.02,Clayey,Cotton,13,9,16,20-20,6.9
29.96,58.98,30.44,Red,Millets,18,9,17,20-20,6.97
18.5,54.38,25.55,Black,Barley,15,15,11,17-17-17,5.99
27.51,65.31,47.53,Red,Sugarcane,4,13,3,14-35-14,6.44
24.69,72.72,28.85,Loamy,Maize,24,9,16,17-17-17,7.21
39.41,61.32,40.08,Loamy,Millets,6,5,7,17-17-17,7.12
32.82,64.48,44.53,Black,Ground Nuts,10,17,11,17-17-17,7.4
22.72,51.05,34.16,Clayey,Maize,29,15,26,20-20,7.17
25.47,62.3,31.19,Sandy,Millets,14,6,15,17-17-17,5.86
27.4,63.83,63.52,Loamy,Sugarcane,23,19,19,17-17-17,7.28
15.75,68.11,30.67,Clayey,Barley,24,0,11,10-26-26,7.11
32.68,55.47,37.11,Loamy,Millets,14,8,21,20-20,6.41
22.16,81.63,50.94,Loamy,Paddy,0,5,19,28-28,6.73
33.34,65.66,34.84,Sandy,Cotton,12,3,9,17-17-17,5.67
32.89,65.39,51.05,Red,Tobacco,14,16,22,20-20,6.69
20.75,73.74,47.22,Loamy,Pulses,4,9,35,20-20,7.02
32.83,47.75,44.61,Loamy,Millets,11,9,5,17-17-17,5.51
19.84,67.34,40.63,Red,Barley,6,19,15,17-17-17,5.76
34.56,83.61,54.12,Clayey,Paddy,30,24,10,17-17-17,5.5
28.64,49.45,43.8,Loamy,Barley,13,21,2,14-35-14,5.68
19.48,53.95,26.81,Loamy,Maize,5,21,23,20-20,7.41
17.91,58.8,35.16,Black,Barley,25,5,5,10-26-26,6.32
23.27,56.07,42.47,Red,Wheat,28,14,10,17-17-17,5.81
39.71,58.2,22.27,Black,Millets,14,18,7,17-17-17,5.84
18.22,57.6,55.97,Loamy,Maize,29,20,20,17-17-17,7.36
19.42,54.07,45.69,Sandy,Pulses,5,8,12,17-17-17,7.09
27.93,56.91,48.01,Sandy,Tobacco,17,19,17,17-17-17,6.03
25.37,61.68,48.08,Loamy,Tobacco,17,9,0,17-17-17,6.38
30.22,79.65,58.04,Sandy,Paddy,31,7,12,17-17-17,5.86
23.2,69.64,42.22,Black,Ground Nuts,4,10,5,14-35-14,6.59
32.35,74.39,69.88,Sandy,Paddy,21,8,15,20-20,5.58
21.91,60.75,20.45,Clayey,Barley,9,13,0,14-35-14,5.88
36.27,63.22,38.58,Red,Millets,10,7,5,17-17-17,6.38
32.34,79.04,25.79,Black,Maize,30,14,12,17-17-17,5.71
37.03,54.92,20.79,Red,Millets,18,6,17,20-20,7.11
24.32,76.85,63.07,Clayey,Paddy,22,18,6,17-17-17,5.72
17.7,53.01,29.56,Sandy,Barley,0,17,24,20-20,7.23
30.8,47.14,39.8,Red,Ground Nuts,9,14,12,17-17-17,6.16
31.24,72.01,63.73,Black,Paddy,2,11,15,Urea,7.36
27.65,58.52,45.42,Sandy,Wheat,36,13,14,17-17-17,6.45
23.41,57.28,37.79,Sandy,Maize,28,17,20,17-17-17,7.27
29.53,58.75,29.52,Clayey,Maize,14,22,3,17-17-17,6.25
25.69,45.87,24.09,Loamy,Cotton,14,14,11,17-17-17,5.58
34.11,56.26,44.07,Sandy,Ground Nuts,9,16,12,17-17-17,6.49
36.08,40.8,32.94,Black,Cotton,12,9,16,20-20,7.46
31.27,49.33,46.38,Sandy,Tobacco,12,15,17,17-17-17,5.51
39.64,42.79,41.26,Loamy,Cotton,12,6,14,17-17-17,6.55
17.47,63.8,22.79,Clayey,Barley,11,1,17,17-17-17,6.68
26.36,52.53,32.61,Red,Tobacco,33,8,10,17-17-17,7.23
36.87,66.65,34.57,Clayey,Cotton,12,16,10,17-17-17,5.82
22.86,53.56,37.06,Black,Barley,14,8,14,17-17-17,6.85
31.43,61.7,63.25,Sandy,Sugarcane,12,26,26,20-20,7.38
26.79,81.08,65.48,Loamy,Sugarcane,21,6,20,17-17-17,6.31
32.38,54.47,32.89,Black,Ground Nuts,5,13,19,17-17-17,7.24
27.58,51.19,48.22,Sandy,Wheat,33,26,14,17-17-17,6.09
19.73,65.11,44.42,Loamy,Maize,36,27,32,20-20,7.26
32.17,64.68,20.03,Sandy,Oil seeds,11,3,15,17-17-17,5.99
34.03,43.07,36.66,Sandy,Millets,22,4,7,17-17-17,7.28
25.38,55.28,42.0,Loamy,Ground Nuts,4,6,10,17-17-17,7.06
36.84,49.73,42.83,Red,Millets,10,7,21,20-20,6.0
18.08,67.69,49.34,Clayey,Pulses,4,3,13,17-17-17,5.74
30.96,76.98,52.44,Loamy,Sugarcane,22,11,25,17-17-17,6.87
29.09,65.74,44.59,Sandy,Maize,20,8,31,20-20,6.78
31.58,50.32,27.84,Sandy,Pulses,0,5,24,17-17-17,7.48
37.05,47.85,28.05,Black,Millets,14,11,17,20-20,6.39
27.44,45.64,40.91,Sandy,Oil seeds,10,1,20,20-20,6.63
17.57,55.38,26.49,Sandy,Wheat,10,5,7,17-17-17,7.24
31.24,66.68,41.14,Sandy,Ground Nuts,0,10,30,20-20,6.01
28.88,57.75,44.54,Black,Cotton,15,20,9,17-17-17,6.58
37.22,66.71,37.7,Clayey,Cotton,18,6,11,17-17-17,7.5
36.98,68.34,69.24,Clayey,Sugarcane,16,3,22,17-17-17,7.12
26.03,50.9,29.19,Sandy,Wheat,9,19,13,Urea,7.14
32.87,62.18,46.95,Clayey,Maize,7,12,22,20-20,5.55
30.65,51.41,43.62,Clayey,Pulses,7,7,19,17-17-17,6.7
19.71,51.7,45.06,Loamy,Barley,7,13,18,17-17-17,5.61
23.47,46.25,21.72,Clayey,Oil seeds,7,6,7,17-17-17,6.01
22.23,65.35,31.72,Loamy,Barley,7,11,17,17-17-17,6.4
25.44,47.05,47.42,Red,Barley,16,12,16,17-17-17,6.59
29.4,67.26,59.34,Loamy,Paddy,14,14,8,17-17-17,6.17
26.26,67.65,50.0,Sandy,Sugarcane,25,13,22,17-17-17,7.48
32.47,79.93,58.86,Black,Sugarcane,15,14,28,20-20,7.29
23.93,56.1,45.55,Black,Oil seeds,2,6,27,20-20,6.35
23.67,52.1,41.15,Black,Barley,19,17,11,17-17-17,5.56
37.98,42.7,24.72,Loamy,Cotton,18,15,7,17-17-17,7.13
17.06,60.0,32.09,Loamy,Wheat,21,11,11,17-17-17,7.38
25.11,62.04,42.75,Clayey,Ground Nuts,15,5,0,14-35-14,5.94
35.96,55.41,45.7,Loamy,Cotton,18,14,8,17-17-17,5.92
25.97,48.03,43.5,Red,Ground Nuts,20,15,14,17-17-17,6.51
30.72,62.39,39.59,Loamy,Tobacco,8,7,7,17-17-17,5.76
36.82,73.65,46.17,Clayey,Sugarcane,33,11,16,17-17-17,7.32
24.31,72.3,47.99,Loamy,Ground Nuts,8,8,35,20-20,6.4
15.83,62.16,21.73,Black,Wheat,22,12,12,17-17-17,6.47
25.02,62.11,36.75,Clayey,Maize,22,15,18,17-17-17,7.35
18.39,53.47,26.55,Black,Pulses,6,9,17,17-17-17,6.69
28.35,56.87,36.28,Clayey,Cotton,24,14,13,17-17-17,5.66
34.74,56.99,44.11,Clayey,Oil seeds,8,8,7,17-17-17,6.66
27.07,47.22,35.51,Red,Oil seeds,4,6,12,17-17-17,5.76
32.69,83.3,62.99,Black,Paddy,33,8,11,17-17-17,5.68
26.22,52.04,56.1,Red,Maize,19,2,23,20-20,7.0
25.8,59.07,36.59,Clayey,Wheat,8,14,3,17-17-17,6.96
25.55,42.82,26.32,Clayey,Barley,18,11,11,17-17-17,7.42
26.89,70.66,43.05,Red,Sugarcane,0,13,18,17-17-17,5.69
37.32,72.32,54.54,Loamy,Sugarcane,6,9,6,17-17-17,7.09
38.65,41.14,41.5,Black,Millets,8,12,5,17-17-17,6.38
20.31,46.29,39.06,Clayey,Pulses,9,10,19,17-17-17,6.19
28.68,69.54,49.56,Black,Ground Nuts,7,15,30,20-20,5.5
30.26,73.23,50.87,Black,Maize,7,20,16,17-17-17,6.31
28.77,79.4,51.55,Red,Paddy,23,11,12,17-17-17,6.88
17.43,53.88,43.5,Loamy,Wheat,43,18,18,20-20,6.69
28.83,62.69,52.74,Clayey,Paddy,30,4,9,17-17-17,6.26
35.51,65.41,43.48,Red,Cotton,13,9,10,17-17-17,7.08
29.52,68.75,59.42,Black,Sugarcane,16,14,31,20-20,6.94
30.21,69.47,40.07,Clayey,Tobacco,18,17,0,14-35-14,6.88
27.61,51.99,29.91,Loamy,Millets,13,16,8,17-17-17,7.19
28.71,79.19,63.68,Black,Paddy,33,12,17,20-20,6.38
30.13,73.77,49.09,Clayey,Maize,17,24,21,20-20,6.34
30.48,82.52,52.06,Loamy,Paddy,24,5,7,17-17-17,5.79
32.55,65.14,42.66,Red,Oil seeds,11,16,9,17-17-17,5.58
30.2,52.18,31.57,Clayey,Maize,30,20,21,17-17-17,6.41
21.23,68.68,54.56,Black,Maize,16,31,25,20-20,5.97
32.58,52.83,30.14,Red,Millets,13,11,20,20-20,6.18
29.44,58.93,37.9,Sandy,Barley,12,19,15,17-17-17,5.52
22.87,49.62,51.13,Sandy,Tobacco,13,16,21,20-20,7.43
20.62,56.69,27.37,Black,Maize,13,13,1,17-17-17,6.45
25.99,49.14,42.5,Sandy,Millets,4,10,4,17-17-17,7.29
27.24,54.77,53.6,Loamy,Tobacco,10,20,12,17-17-17,6.14
30.8,48.73,30.46,Black,Millets,7,10,18,20-20,6.1
27.45,63.66,51.68,Black,Maize,12,18,7,17-17-17,5.75
27.57,74.37,54.2,Loamy,Ground Nuts,10,7,21,17-17-17,7.04
30.19,71.43,50.78,Sandy,Paddy,15,9,5,17-17-17,7.31
30.41,49.02,42.78,Clayey,Pulses,13,4,5,14-35-14,6.14
37.5,57.08,38.91,Sandy,Millets,27,10,5,17-17-17,7.18
32.91,45.68,50.43,Loamy,Ground Nuts,11,10,18,17-17-17,7.08
26.42,67.4,51.4,Loamy,Paddy,23,6,5,17-17-17,6.59
